apt_id,expense_type,expense_name,expense_amount
byd7xpc,Recurring,Cat Rent,$10
byd7xpc,Recurring,Dog Rent,$10
byd7xpc,One-Time,Admin Fee,$410
byd7xpc,One-Time,Application Fee,$85
byd7xpc,One-Time,Cat Fee,$500
byd7xpc,One-Time,Dog Fee,$500
yzeb12v,One-Time,Admin Fee,$150
yzeb12v,One-Time,Application Fee,$50
yk0h8lv,Recurring,Storage Fee,$35
yk0h8lv,Recurring,Unassigned Garage Parking,$75
yk0h8lv,One-Time,Admin Fee,$100
yk0h8lv,One-Time,Application Fee,$50
ec1e0tn,Recurring,Storage Fee,$95
ec1e0tn,Recurring,Cat Rent,$10
ec1e0tn,Recurring,Dog Rent,$10
ec1e0tn,One-Time,Admin Fee,$150
ec1e0tn,One-Time,Application Fee,$50
ec1e0tn,Utilities Included,"Water, Trash Removal",Included
1zsths6,One-Time,Admin Fee,$150
1zsths6,One-Time,Application Fee,$50
rmz7mz0,One-Time,Application Fee,$50
rmz7mz0,Utilities Included,Trash Removal,Included
m6pcpbj,One-Time,Admin Fee,$100
m6pcpbj,One-Time,Application Fee,$50
m6pcpbj,One-Time,Cat Fee,$500
m6pcpbj,One-Time,Dog Fee,$500
mg2lvbh,Recurring,Unassigned Garage Parking,$30
mg2lvbh,Recurring,Cat Rent,$10
mg2lvbh,Recurring,Dog Rent,$10
mg2lvbh,One-Time,Admin Fee,$250
mg2lvbh,One-Time,Application Fee,$100
mg2lvbh,One-Time,Cat Fee,$300
mg2lvbh,One-Time,Dog Fee,$300
hxgt5x2,Recurring,Assigned Garage Parking,$40
hxgt5x2,One-Time,Admin Fee,$300
hxgt5x2,One-Time,Application Fee,$99
0mwzmn0,One-Time,Application Fee,$50
hl6r483,Recurring,Cat Rent,$10
hl6r483,Recurring,Dog Rent,$10
hl6r483,One-Time,Admin Fee,$150
hl6r483,One-Time,Application Fee,$75
hl6r483,One-Time,Cat Fee,$450
hl6r483,One-Time,Dog Fee,$450
e8xm9tq,One-Time,Admin Fee,$200
e8xm9tq,One-Time,Application Fee,$50
e8xm9tq,One-Time,Cat Fee,$300
e8xm9tq,One-Time,Dog Fee,$300
e8xm9tq,Utilities Included,Cable,Included
3770nse,Recurring,Assigned Garage Parking,$125
3770nse,One-Time,Admin Fee,$150
3770nse,One-Time,Application Fee,$50
3770nse,One-Time,Cat Fee,$350
3770nse,One-Time,Dog Fee,$350
3770nse,Utilities Included,Cable,Included
tm7re48,One-Time,Admin Fee,$200
tm7re48,One-Time,Application Fee,$50
tm7re48,One-Time,Cat Fee,$300
tm7re48,One-Time,Dog Fee,$300
tm7re48,Utilities Included,Cable,Included
gddqx9w,One-Time,Admin Fee,$500
gddqx9w,One-Time,Application Fee,$90
gddqx9w,One-Time,Cat Fee,$250
gddqx9w,One-Time,Dog Fee,$500
5yc311m,One-Time,Application Fee,$150
ftbf24s,Recurring,Storage Fee,$50
ftbf24s,One-Time,Admin Fee,$165
ftbf24s,One-Time,Application Fee,$85
3vp1ptf,One-Time,Admin Fee,$400
3vp1ptf,One-Time,Application Fee,$104
3vp1ptf,One-Time,Cat Fee,$300
3vp1ptf,One-Time,Dog Fee,$500
s8dqbl5,One-Time,Admin Fee,$300
s8dqbl5,One-Time,Application Fee,$80
s8dqbl5,One-Time,Cat Fee,$500
s8dqbl5,One-Time,Dog Fee,$500
g35mz0z,Recurring,Cat Rent,$15
g35mz0z,Recurring,Dog Rent,$15
g35mz0z,One-Time,Admin Fee,$200
g35mz0z,One-Time,Application Fee,$50
g35mz0z,One-Time,Cat Fee,$400
g35mz0z,One-Time,Dog Fee,$400
r0jjyf1,One-Time,Admin Fee,$75
r0jjyf1,One-Time,Application Fee,$50
r0jjyf1,Utilities Included,"Heat, Air Conditioning",Included
me7ev9k,Recurring,Cat Rent,$25
me7ev9k,Recurring,Dog Rent,$25
me7ev9k,One-Time,Admin Fee,$155
me7ev9k,One-Time,Application Fee,$65
me7ev9k,One-Time,Cat Deposit,$350
me7ev9k,One-Time,Dog Deposit,$350
sy8n307,Recurring,Cat Rent,$25
sy8n307,Recurring,Dog Rent,$25
sy8n307,One-Time,Admin Fee,$155
sy8n307,One-Time,Application Fee,$65
sy8n307,One-Time,Cat Deposit,$350
sy8n307,One-Time,Dog Deposit,$350
sy8n307,Utilities Included,"Water, Trash Removal, Sewer",Included
xnk0jwm,Recurring,Cat Rent,$25
xnk0jwm,Recurring,Dog Rent,$25
xnk0jwm,One-Time,Admin Fee,$155
xnk0jwm,One-Time,Application Fee,$65
xnk0jwm,One-Time,Cat Deposit,$350
xnk0jwm,One-Time,Dog Deposit,$350
xnk0jwm,Utilities Included,Trash Removal,Included
nd3k1cn,Recurring,Cat Rent,$25
nd3k1cn,Recurring,Dog Rent,$25
nd3k1cn,One-Time,Admin Fee,$155
nd3k1cn,One-Time,Application Fee,$65
nd3k1cn,One-Time,Cat Deposit,$350
nd3k1cn,One-Time,Dog Deposit,$350
dntj44k,Recurring,Cat Rent,$25
dntj44k,Recurring,Dog Rent,$25
dntj44k,One-Time,Admin Fee,$155
dntj44k,One-Time,Application Fee,$65
dntj44k,One-Time,Cat Fee,$350
dntj44k,One-Time,Dog Fee,$350
80b2p60,Recurring,Cat Rent,$25
80b2p60,Recurring,Dog Rent,$25
80b2p60,One-Time,Admin Fee,$155
80b2p60,One-Time,Application Fee,$65
80b2p60,One-Time,Cat Deposit,$350
80b2p60,One-Time,Dog Deposit,$350
phgbgyt,One-Time,Admin Fee,$200
phgbgyt,One-Time,Application Fee,$35
zdce14y,Recurring,Assigned Garage Parking,$125
zdce14y,Recurring,Cat Rent,$20
zdce14y,Recurring,Dog Rent,$20
zdce14y,One-Time,Admin Fee,$175
zdce14y,One-Time,Application Fee,$65
zdce14y,One-Time,Cat Fee,$300
zdce14y,One-Time,Dog Fee,$300
zdce14y,Utilities Included,"Trash Removal, Sewer",Included
xpl9mmp,Recurring,Cat Rent,$25
xpl9mmp,Recurring,Dog Rent,$25
xpl9mmp,One-Time,Admin Fee,$50
xpl9mmp,One-Time,Application Fee,$30
xpl9mmp,One-Time,Cat Fee,$200
xpl9mmp,One-Time,Dog Fee,$200
5zkgz1m,Recurring,Storage Fee,$50
5zkgz1m,Recurring,Assigned Garage Parking,$125
5zkgz1m,Recurring,Cat Rent,$10
5zkgz1m,Recurring,Dog Rent,$10
5zkgz1m,One-Time,Admin Fee,$200
5zkgz1m,One-Time,Application Fee,$50
5zkgz1m,One-Time,Cat Fee,$300
5zkgz1m,One-Time,Dog Fee,$300
7wpme4x,Recurring,Assigned Other Parking,$75
7wpme4x,Recurring,Cat Rent,$20
7wpme4x,Recurring,Dog Rent,$20
7wpme4x,One-Time,Admin Fee,$125
7wpme4x,One-Time,Application Fee,$100
7wpme4x,One-Time,Cat Fee,$350
7wpme4x,One-Time,Cat Deposit,$50
7wpme4x,One-Time,Dog Fee,$350
7wpme4x,One-Time,Dog Deposit,$50
xnvzz3q,Recurring,Assigned Other Parking,$15
xnvzz3q,Recurring,Cat Rent,$15
xnvzz3q,Recurring,Dog Rent,$15
xnvzz3q,One-Time,Admin Fee,$49
xnvzz3q,One-Time,Application Fee,$25
xnvzz3q,One-Time,Cat Fee,$250
xnvzz3q,One-Time,Dog Fee,$250
65k4czr,Recurring,Cat Rent,$15
65k4czr,Recurring,Dog Rent,$15
65k4czr,One-Time,Admin Fee,$100
65k4czr,One-Time,Application Fee,$25
65k4czr,One-Time,Cat Fee,$300
65k4czr,One-Time,Dog Fee,$300
f8v1llv,One-Time,Admin Fee,$125
f8v1llv,One-Time,Application Fee,$85
f8v1llv,One-Time,Cat Fee,$500
f8v1llv,One-Time,Cat Deposit,$200
f8v1llv,One-Time,Dog Fee,$500
f8v1llv,One-Time,Dog Deposit,$200
5xq0btm,Recurring,Cat Rent,$25
5xq0btm,Recurring,Dog Rent,$25
5xq0btm,One-Time,Admin Fee,$200
5xq0btm,One-Time,Application Fee,$75
5xq0btm,One-Time,Cat Fee,$400
5xq0btm,One-Time,Dog Fee,$400
elcfhnm,One-Time,Application Fee,$50
elcfhnm,Utilities Included,Trash Removal,Included
4esl75l,Recurring,Cat Rent,$15
4esl75l,Recurring,Dog Rent,$15
4esl75l,One-Time,Admin Fee,$150
4esl75l,One-Time,Application Fee,$50
4esl75l,One-Time,Cat Fee,$300
4esl75l,One-Time,Dog Fee,$300
ez9l47n,Recurring,Unassigned Garage Parking,$110
ez9l47n,One-Time,Admin Fee,$150
ez9l47n,One-Time,Application Fee,$75
ez9l47n,One-Time,Cat Fee,$500
ez9l47n,One-Time,Cat Deposit,$200
ez9l47n,One-Time,Dog Fee,$500
ez9l47n,One-Time,Dog Deposit,$200
5zwl63n,Recurring,Storage Fee,$150
5zwl63n,Recurring,Assigned Garage Parking,$150
5zwl63n,Recurring,Cat Rent,$20
5zwl63n,Recurring,Dog Rent,$20
5zwl63n,One-Time,Admin Fee,$150
5zwl63n,One-Time,Application Fee,$45
5zwl63n,One-Time,Cat Fee,$300
5zwl63n,One-Time,Dog Fee,$300
kkp6k28,One-Time,Admin Fee,$200
kkp6k28,One-Time,Application Fee,$75
kkp6k28,One-Time,Cat Fee,$150
kkp6k28,One-Time,Cat Deposit,$150
b2j0yj8,Recurring,Cat Rent,$15
b2j0yj8,Recurring,Dog Rent,$15
b2j0yj8,One-Time,Admin Fee,$200
b2j0yj8,One-Time,Application Fee,$75
b2j0yj8,One-Time,Cat Fee,$400
b2j0yj8,One-Time,Dog Fee,$400
t0r6qc9,Recurring,Storage Fee,$15
t0r6qc9,Recurring,Cat Rent,$15
t0r6qc9,Recurring,Dog Rent,$15
t0r6qc9,One-Time,Admin Fee,$199
t0r6qc9,One-Time,Application Fee,$50
t0r6qc9,One-Time,Cat Fee,$300
t0r6qc9,One-Time,Dog Fee,$300
6shwx3v,Recurring,Cat Rent,$20
6shwx3v,Recurring,Dog Rent,$20
6shwx3v,One-Time,Admin Fee,$400
6shwx3v,One-Time,Cat Fee,$500
6shwx3v,One-Time,Dog Fee,$500
mb4h34j,Recurring,Cat Rent,$20
mb4h34j,Recurring,Dog Rent,$20
mb4h34j,One-Time,Application Fee,$60
mb4h34j,One-Time,Cat Fee,$275
mb4h34j,One-Time,Dog Fee,$275
mb4h34j,Utilities Included,"Water, Electricity, Trash Removal, Sewer, Cable",Included
l93102g,One-Time,Admin Fee,$100
l93102g,One-Time,Application Fee,$50
l93102g,One-Time,Cat Fee,$300
l93102g,One-Time,Dog Fee,$300
50x1mpn,Recurring,Cat Rent,$25
50x1mpn,Recurring,Dog Rent,$25
50x1mpn,One-Time,Admin Fee,$100
50x1mpn,One-Time,Application Fee,$50
50x1mpn,One-Time,Cat Fee,$400
50x1mpn,One-Time,Dog Fee,$400
2yv6sj9,Recurring,Storage Fee,$75
2yv6sj9,One-Time,Admin Fee,$325
2yv6sj9,One-Time,Application Fee,$85
wbvjcfk,One-Time,Admin Fee,$100
wbvjcfk,One-Time,Application Fee,$60
wbvjcfk,One-Time,Cat Deposit,$300
wbvjcfk,One-Time,Dog Deposit,$300
wbvjcfk,Utilities Included,"Water, Trash Removal, Sewer",Included
htkdz23,Recurring,Cat Rent,$25
htkdz23,Recurring,Dog Rent,$25
htkdz23,One-Time,Admin Fee,$100
htkdz23,One-Time,Application Fee,$50
htkdz23,One-Time,Cat Fee,$300
htkdz23,One-Time,Dog Fee,$300
qj8dx8w,Recurring,Unassigned Garage Parking,$100
qj8dx8w,One-Time,Admin Fee,$150
qj8dx8w,One-Time,Application Fee,$65
qj8dx8w,One-Time,Cat Fee,$350
qj8dx8w,One-Time,Dog Fee,$350
qj8dx8w,Utilities Included,"Water, Trash Removal, Sewer",Included
k68g4m9,Recurring,Cat Rent,$15
k68g4m9,Recurring,Dog Rent,$15
k68g4m9,One-Time,Admin Fee,$150
k68g4m9,One-Time,Application Fee,$75
k68g4m9,One-Time,Cat Fee,$400
k68g4m9,One-Time,Dog Fee,$400
n4n1y7p,Recurring,Cat Rent,$10
n4n1y7p,Recurring,Dog Rent,$10
n4n1y7p,One-Time,Admin Fee,$100
n4n1y7p,One-Time,Application Fee,$75
n4n1y7p,One-Time,Cat Fee,$150
n4n1y7p,One-Time,Cat Deposit,$150
n4n1y7p,One-Time,Dog Fee,$150
n4n1y7p,One-Time,Dog Deposit,$150
q9ppv1x,Recurring,Cat Rent,$10
q9ppv1x,Recurring,Dog Rent,$10
q9ppv1x,One-Time,Admin Fee,$125
q9ppv1x,One-Time,Application Fee,$65
q9ppv1x,One-Time,Cat Fee,$500
q9ppv1x,One-Time,Cat Deposit,$200
q9ppv1x,One-Time,Dog Fee,$500
q9ppv1x,One-Time,Dog Deposit,$200
q9ppv1x,Utilities Included,"Water, Trash Removal, Sewer",Included
zewq3gy,Recurring,Cat Rent,$15
zewq3gy,Recurring,Dog Rent,$15
zewq3gy,One-Time,Admin Fee,$125
zewq3gy,One-Time,Application Fee,$125
zewq3gy,One-Time,Cat Fee,$250
zewq3gy,One-Time,Cat Deposit,$250
zewq3gy,One-Time,Dog Fee,$250
zewq3gy,One-Time,Dog Deposit,$250
zewq3gy,Utilities Included,"Water, Electricity, Sewer, Cable",Included
gk8n0hz,One-Time,Admin Fee,$150
gk8n0hz,One-Time,Application Fee,$75
gk8n0hz,One-Time,Cat Fee,$500
gk8n0hz,One-Time,Cat Deposit,$200
gk8n0hz,One-Time,Dog Fee,$500
gk8n0hz,One-Time,Dog Deposit,$200
gk8n0hz,Utilities Included,"Water, Trash Removal, Sewer",Included
kfsskb8,Recurring,Cat Rent,$15
kfsskb8,Recurring,Dog Rent,$15
kfsskb8,One-Time,Admin Fee,$149
kfsskb8,One-Time,Application Fee,$50
kfsskb8,One-Time,Cat Fee,$350
kfsskb8,One-Time,Dog Fee,$350
kfsskb8,Utilities Included,Cable,Included
rykhzf1,Recurring,Cat Rent,$10
rykhzf1,Recurring,Dog Rent,$10
rykhzf1,One-Time,Admin Fee,$100
rykhzf1,One-Time,Application Fee,$75
rykhzf1,One-Time,Cat Fee,$150
rykhzf1,One-Time,Cat Deposit,$300
rykhzf1,One-Time,Dog Fee,$150
rykhzf1,One-Time,Dog Deposit,$300
sv441k6,Recurring,Storage Fee,$100
sv441k6,Recurring,Cat Rent,$25
sv441k6,Recurring,Dog Rent,$25
sv441k6,One-Time,Admin Fee,$250
sv441k6,One-Time,Application Fee,$100
sv441k6,One-Time,Cat Fee,$400
sv441k6,One-Time,Dog Fee,$500
tq93b4c,Recurring,Cat Rent,$20
tq93b4c,Recurring,Dog Rent,$40
tq93b4c,One-Time,Application Fee,$35
tq93b4c,One-Time,Cat Fee,$200
tq93b4c,One-Time,Dog Fee,$200
tq93b4c,Utilities Included,"Water, Trash Removal, Sewer, Air Conditioning",Included
2qreyj9,One-Time,Admin Fee,$160
2qreyj9,One-Time,Application Fee,$50
pr2t0gs,One-Time,Application Fee,$25
pr2t0gs,One-Time,Cat Fee,$350
pr2t0gs,One-Time,Cat Deposit,$200
pr2t0gs,One-Time,Dog Fee,$350
pr2t0gs,One-Time,Dog Deposit,$200
xw3g8vq,One-Time,Admin Fee,$200
xw3g8vq,One-Time,Application Fee,$50
xw3g8vq,One-Time,Cat Fee,$300
xw3g8vq,One-Time,Dog Fee,$300
p6cr77r,Recurring,Cat Rent,$20
p6cr77r,Recurring,Dog Rent,$20
p6cr77r,One-Time,Admin Fee,$150
p6cr77r,One-Time,Application Fee,$50
p6cr77r,One-Time,Cat Fee,$250
p6cr77r,One-Time,Cat Deposit,$250
p6cr77r,One-Time,Dog Fee,$250
p6cr77r,One-Time,Dog Deposit,$250
p6cr77r,Utilities Included,Cable,Included
9kg7m77,Recurring,Unassigned Garage Parking,$100
9kg7m77,Recurring,Assigned Other Parking,$50
9kg7m77,Recurring,Cat Rent,$20
9kg7m77,Recurring,Dog Rent,$20
9kg7m77,One-Time,Admin Fee,$249
9kg7m77,One-Time,Application Fee,$149
9kg7m77,One-Time,Cat Deposit,$200
9kg7m77,One-Time,Dog Deposit,$200
y5qbmqv,One-Time,Admin Fee,$100
y5qbmqv,One-Time,Application Fee,$50
y5qbmqv,One-Time,Cat Fee,$200
y5qbmqv,One-Time,Dog Fee,$200
y5qbmqv,Utilities Included,"Gas, Water, Electricity, Trash Removal, Sewer, Cable",Included
l1plqze,One-Time,Admin Fee,$500
l1plqze,One-Time,Application Fee,$50
l1plqze,One-Time,Cat Fee,$300
l1plqze,One-Time,Dog Fee,$300
l1plqze,Utilities Included,"Water, Trash Removal, Sewer",Included
pfsrw7t,Recurring,Cat Rent,$20
pfsrw7t,Recurring,Dog Rent,$20
pfsrw7t,One-Time,Amenity Fee,$95
pfsrw7t,One-Time,Admin Fee,$150
pfsrw7t,One-Time,Application Fee,$75
pfsrw7t,One-Time,Cat Fee,$250 - 500
pfsrw7t,One-Time,Cat Deposit,$250
pfsrw7t,One-Time,Dog Fee,$250 - 500
pfsrw7t,One-Time,Dog Deposit,$250
pfsrw7t,One-Time,Other Deposit(s),$250
bbk2w6c,Recurring,Unassigned Garage Parking,$100
bbk2w6c,Recurring,Cat Rent,$10
bbk2w6c,Recurring,Dog Rent,$10
bbk2w6c,One-Time,Admin Fee,$69
bbk2w6c,One-Time,Application Fee,$50
bbk2w6c,One-Time,Cat Fee,$450
bbk2w6c,One-Time,Dog Fee,$450
r84pb20,One-Time,Admin Fee,$100
r84pb20,One-Time,Application Fee,$50
r84pb20,Utilities Included,"Electricity, Air Conditioning",Included
jzjmzq7,Recurring,Cat Rent,$15
jzjmzq7,Recurring,Dog Rent,$15
jzjmzq7,One-Time,Application Fee,$50
jzjmzq7,One-Time,Cat Fee,$350
jzjmzq7,One-Time,Dog Fee,$350
7272b1w,One-Time,Application Fee,$50
7272b1w,One-Time,Cat Fee,$400
7272b1w,One-Time,Dog Fee,$400
h3jyfr0,Recurring,Storage Fee,$30
h3jyfr0,One-Time,Admin Fee,$300
h3jyfr0,One-Time,Application Fee,$100
hks9xe2,Recurring,Cat Rent,$20
hks9xe2,Recurring,Dog Rent,$20
hks9xe2,One-Time,Admin Fee,$200
hks9xe2,One-Time,Application Fee,$85
hks9xe2,One-Time,Cat Fee,$400
hks9xe2,One-Time,Dog Fee,$400
jktn605,Recurring,Unassigned Garage Parking,$125
jktn605,Recurring,Cat Rent,$20
jktn605,Recurring,Dog Rent,$20
jktn605,One-Time,Admin Fee,$175
jktn605,One-Time,Application Fee,$85
jktn605,One-Time,Cat Fee,$200
jktn605,One-Time,Dog Fee,$200
gq0n4hx,Recurring,Cat Rent,$25
gq0n4hx,Recurring,Dog Rent,$25
gq0n4hx,One-Time,Application Fee,$150
gq0n4hx,One-Time,Cat Fee,$700
gq0n4hx,One-Time,Dog Fee,$700
r8cc4w2,Recurring,Cat Rent,$10
r8cc4w2,Recurring,Dog Rent,$10
r8cc4w2,One-Time,Application Fee,$40
r8cc4w2,One-Time,Cat Fee,$300
r8cc4w2,One-Time,Dog Fee,$300
5kkr8jm,One-Time,Admin Fee,$150
5kkr8jm,One-Time,Application Fee,$50
tbv6xg9,One-Time,Admin Fee,$150
tbv6xg9,One-Time,Application Fee,$50
tq1f6sc,Recurring,Cat Rent,$20
tq1f6sc,Recurring,Dog Rent,$20
tq1f6sc,One-Time,Admin Fee,$150
tq1f6sc,One-Time,Application Fee,$35
tq1f6sc,One-Time,Cat Fee,$350
tq1f6sc,One-Time,Dog Fee,$350
rxd7x70,One-Time,Application Fee,$35
rxd7x70,Utilities Included,"Water, Trash Removal, Sewer",Included
06vwf41,One-Time,Admin Fee,$100
06vwf41,One-Time,Application Fee,$50
06vwf41,Utilities Included,"Water, Trash Removal",Included
xt6h65q,Recurring,Storage Fee,$50
xt6h65q,Recurring,Cat Rent,$10
xt6h65q,Recurring,Dog Rent,$10
xt6h65q,One-Time,Admin Fee,$300
xt6h65q,One-Time,Application Fee,$30
xt6h65q,One-Time,Cat Fee,$300
xt6h65q,One-Time,Dog Fee,$300
z61dq5z,One-Time,Admin Fee,$150
z61dq5z,One-Time,Application Fee,$75
ymt2mkr,Recurring,Cat Rent,$30
ymt2mkr,Recurring,Dog Rent,$30
ymt2mkr,One-Time,Admin Fee,$50
ymt2mkr,One-Time,Application Fee,$45
ymt2mkr,One-Time,Cat Fee,$350
ymt2mkr,One-Time,Dog Fee,$350
zqy81my,Recurring,Cat Rent,$30
zqy81my,Recurring,Dog Rent,$30
zqy81my,One-Time,Admin Fee,$100
zqy81my,One-Time,Application Fee,$50
zqy81my,One-Time,Cat Fee,$300
zqy81my,One-Time,Dog Fee,$300
w241djl,One-Time,Admin Fee,$200
w241djl,One-Time,Application Fee,$50
4f7p40h,One-Time,Admin Fee,$200
4f7p40h,One-Time,Application Fee,$100
d0x1evh,Recurring,Cat Rent,$20
d0x1evh,Recurring,Dog Rent,$20
d0x1evh,One-Time,Admin Fee,$100
d0x1evh,One-Time,Application Fee,$30
lynxgzf,Recurring,Cat Rent,$25
lynxgzf,Recurring,Dog Rent,$25
lynxgzf,One-Time,Admin Fee,$250
lynxgzf,One-Time,Application Fee,$75
lynxgzf,One-Time,Cat Fee,$300
lynxgzf,One-Time,Dog Fee,$300
nfsg4qq,One-Time,Admin Fee,$150
nfsg4qq,One-Time,Application Fee,$95
nfsg4qq,One-Time,Cat Fee,$150
nfsg4qq,One-Time,Cat Deposit,$150
nfsg4qq,One-Time,Dog Fee,$150
nfsg4qq,One-Time,Dog Deposit,$150
c5gf72e,Recurring,Storage Fee,$35
c5gf72e,One-Time,Admin Fee,$400
c5gf72e,One-Time,Application Fee,$80
x1q32bq,One-Time,Admin Fee,$199
x1q32bq,One-Time,Application Fee,$50
hjbkhc0,Recurring,Storage Fee,$50
hjbkhc0,One-Time,Admin Fee,$250
hjbkhc0,One-Time,Application Fee,$50
hjbkhc0,One-Time,Cat Fee,$500
hjbkhc0,One-Time,Dog Fee,$500
nxh3gwp,Recurring,Assigned Garage Parking,$75 - 85
nxh3gwp,One-Time,Admin Fee,$200
nxh3gwp,One-Time,Application Fee,$80
ktwpsfb,Recurring,Storage Fee,$50
ktwpsfb,Recurring,Assigned Garage Parking,$125
ktwpsfb,Recurring,Cat Rent,$20
ktwpsfb,Recurring,Dog Rent,$20
ktwpsfb,One-Time,Admin Fee,$199
ktwpsfb,One-Time,Application Fee,$60
csy2bse,Recurring,Storage Fee,$100
csy2bse,Recurring,Unassigned Garage Parking,$100
csy2bse,Recurring,Cat Rent,$15
csy2bse,Recurring,Dog Rent,$15
csy2bse,One-Time,Admin Fee,$175
csy2bse,One-Time,Application Fee,$60
csy2bse,One-Time,Cat Fee,$300
csy2bse,One-Time,Dog Fee,$300
1fn4dq4,Recurring,Storage Fee,$25
1fn4dq4,Recurring,Cat Rent,$20
1fn4dq4,Recurring,Dog Rent,$20
1fn4dq4,One-Time,Application Fee,$50
1fn4dq4,One-Time,Cat Fee,$300
1fn4dq4,One-Time,Dog Fee,$300
3xmzgzf,Recurring,Storage Fee,$45
3xmzgzf,One-Time,Admin Fee,$200
3xmzgzf,One-Time,Application Fee,$60
e8ldcxq,Recurring,Unassigned Covered Parking,$20
e8ldcxq,Recurring,Cat Rent,$25
e8ldcxq,Recurring,Dog Rent,$25
e8ldcxq,One-Time,Admin Fee,$250
e8ldcxq,One-Time,Application Fee,$50
e8ldcxq,One-Time,Cat Fee,$300
e8ldcxq,One-Time,Dog Fee,$300
55lnckn,Recurring,Cat Rent,$25
55lnckn,Recurring,Dog Rent,$25
55lnckn,One-Time,Cat Fee,$400
55lnckn,One-Time,Dog Fee,$400
5tvm66m,Recurring,Storage Fee,$30
5tvm66m,One-Time,Admin Fee,$150
5tvm66m,One-Time,Application Fee,$60
5tvm66m,One-Time,Cat Fee,$350
5tvm66m,One-Time,Dog Fee,$350
tyq7g48,Recurring,Cat Rent,$20
tyq7g48,Recurring,Dog Rent,$20
tyq7g48,One-Time,Admin Fee,$150
tyq7g48,One-Time,Application Fee,$100
tyq7g48,One-Time,Cat Fee,$300
tyq7g48,One-Time,Dog Fee,$300
slxv184,One-Time,Admin Fee,$250
slxv184,One-Time,Application Fee,$50
slxv184,One-Time,Cat Fee,$350
slxv184,One-Time,Dog Fee,$350
p4sft1v,Recurring,Storage Fee,$50
p4sft1v,Recurring,Assigned Garage Parking,$125
p4sft1v,Recurring,Cat Rent,$20
p4sft1v,Recurring,Dog Rent,$20
p4sft1v,One-Time,Admin Fee,$150
p4sft1v,One-Time,Application Fee,$60
p4sft1v,One-Time,Cat Fee,$300
p4sft1v,One-Time,Dog Fee,$300
6bcemrr,Recurring,Cat Rent,$15
6bcemrr,Recurring,Dog Rent,$15
6bcemrr,One-Time,Admin Fee,$150
6bcemrr,One-Time,Application Fee,$50
6bcemrr,One-Time,Cat Fee,$400
6bcemrr,One-Time,Dog Fee,$400
r3wfsw3,One-Time,Application Fee,$50
58gpd1p,One-Time,Admin Fee,$175
58gpd1p,One-Time,Application Fee,$75
r4shjk2,Recurring,Unassigned Other Parking,$125
r4shjk2,One-Time,Admin Fee,$175
r4shjk2,One-Time,Application Fee,$100
h8rl5y3,Recurring,Storage Fee,$20
h8rl5y3,Recurring,Cat Rent,$5
h8rl5y3,Recurring,Dog Rent,$5
h8rl5y3,One-Time,Admin Fee,$200
h8rl5y3,One-Time,Application Fee,$75
h8rl5y3,One-Time,Cat Fee,$500
h8rl5y3,One-Time,Dog Fee,$500
83rz0s0,Recurring,Cat Rent,$10
83rz0s0,Recurring,Dog Rent,$10
83rz0s0,One-Time,Admin Fee,$100
83rz0s0,One-Time,Application Fee,$50
83rz0s0,One-Time,Cat Fee,$300
83rz0s0,One-Time,Dog Fee,$300
e5j7y8n,Recurring,Cat Rent,$15
e5j7y8n,Recurring,Dog Rent,$15
e5j7y8n,One-Time,Admin Fee,$150
e5j7y8n,One-Time,Application Fee,$50
e5j7y8n,One-Time,Cat Fee,$300
e5j7y8n,One-Time,Dog Fee,$300
bby05g8,Recurring,Storage Fee,$45
bby05g8,Recurring,Cat Rent,$25
bby05g8,Recurring,Dog Rent,$25
bby05g8,One-Time,Admin Fee,$100
bby05g8,One-Time,Application Fee,$65
bby05g8,One-Time,Cat Fee,$500
bby05g8,One-Time,Dog Fee,$500
vg3k9je,Recurring,Cat Rent,$25
vg3k9je,Recurring,Dog Rent,$25
vg3k9je,One-Time,Application Fee,$65
vg3k9je,One-Time,Cat Fee,$500 - 800
vg3k9je,One-Time,Dog Fee,$500 - 800
kcqjxb8,Recurring,Storage Fee,$50
kcqjxb8,Recurring,Cat Rent,$25
kcqjxb8,Recurring,Dog Rent,$25
kcqjxb8,One-Time,Application Fee,$65
kcqjxb8,One-Time,Cat Fee,$500
kcqjxb8,One-Time,Dog Fee,$500
sh0xfb5,Recurring,Storage Fee,$35
sh0xfb5,Recurring,Cat Rent,$10
sh0xfb5,Recurring,Dog Rent,$10
sh0xfb5,One-Time,Admin Fee,$175
sh0xfb5,One-Time,Application Fee,$75
sh0xfb5,One-Time,Cat Fee,$500
sh0xfb5,One-Time,Dog Fee,$500
z5qfvww,Recurring,Cat Rent,$10
z5qfvww,Recurring,Dog Rent,$10
z5qfvww,One-Time,Admin Fee,$150
z5qfvww,One-Time,Application Fee,$50
z5qfvww,One-Time,Cat Fee,$500
z5qfvww,One-Time,Dog Fee,$500
yl3hbkv,Recurring,Cat Rent,$15
yl3hbkv,Recurring,Dog Rent,$15
yl3hbkv,One-Time,Cat Fee,$500
yl3hbkv,One-Time,Dog Fee,$500
hnnw0g3,Recurring,Cat Rent,$20
hnnw0g3,Recurring,Dog Rent,$20
hnnw0g3,One-Time,Admin Fee,$100
hnnw0g3,One-Time,Application Fee,$50
hnnw0g3,One-Time,Cat Fee,$300
hnnw0g3,One-Time,Dog Fee,$300
tyslqsc,Recurring,Storage Fee,$25
